kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_srad,koi_teq,koi_steff,koi_slogg,koi_smet,koi_kepmag,koi_model_snr,koi_num_transits
K00856.01,CANDIDATE,CANDIDATE,0.994,39.74893077,7.3051,15178.9,14.21,0.964,552.0,6122.0,4.487,-0.18,15.344,561.1,34.0
K00857.01,CONFIRMED,CANDIDATE,1.0,5.715425977,2.5242,908.1,2.47,0.826,850.0,5237.0,4.572,0.24,15.086,59.4,181.0
K00119.01,CONFIRMED,CANDIDATE,0.959,49.18394185,11.3364,1646.2,8.2,2.057,669.0,5626.0,3.907,0.36,12.654,355.7,29.0
K00857.02,CONFIRMED,CANDIDATE,0.994,20.0261412,1.611,421.2,2.28,0.826,559.0,5237.0,4.572,0.24,15.086,10.7,54.0
K00858.01,CANDIDATE,CANDIDATE,0.0,13.61014819,2.594,5732.9,19.02,0.903,733.0,5697.0,4.46,-0.26,15.06,184.1,101.0
K00859.01,FALSE POSITIVE,FALSE POSITIVE,0.0,10.44331991,2.743,1159.8,2.66,0.802,667.0,4947.0,4.516,0.08,15.546,51.7,127.0
K00861.01,CONFIRMED,CANDIDATE,1.0,2.237489571,1.8119,315.8,1.41,0.81,1160.0,5265.0,4.58,0.14,15.001,30.7,595.0
K00862.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.851520671,3.11058,33003.6,14.62,0.806,901.0,5532.0,4.53,-0.34,15.33,1630.4,178.0
K00863.01,CONFIRMED,CANDIDATE,1.0,3.167893418,2.1814,781.2,2.62,0.94,1221.0,5895.0,4.503,-0.02,15.533,64.8,430.0
K00864.01,CONFIRMED,CANDIDATE,1.0,4.311780262,2.7251,1154.0,3.11,0.927,1038.0,5527.0,4.484,0.16,15.604,86.1,299.0
K00864.02,CONFIRMED,CANDIDATE,1.0,20.0504494,4.556,840.9,2.69,0.927,622.0,5527.0,4.484,0.16,15.604,37.8,64.0
K00864.03,CONFIRMED,CANDIDATE,1.0,9.76734503,1.6585,569.1,2.67,0.927,791.0,5527.0,4.484,0.16,15.604,21.1,122.0
K00865.01,CANDIDATE,CANDIDATE,1.0,119.0207044,8.1405,7430.5,8.98,1.062,366.0,5453.0,4.342,0.16,15.085,223.5,11.0
K00119.02,CONFIRMED,CANDIDATE,0.987,190.3200468,15.284,1141.7,7.78,2.057,426.0,5626.0,3.907,0.36,12.654,139.3,7.0
K00866.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.861159894,1.8832,1014.3,4.37,1.021,1355.0,6126.0,4.458,-0.04,15.618,58.3,454.0
K00880.01,CONFIRMED,CANDIDATE,1.0,26.44439337,3.9783,1843.5,3.91,0.929,562.0,5427.0,4.463,0.16,15.158,88.0,53.0
K00880.02,CONFIRMED,CANDIDATE,0.983,51.53997972,6.3994,3644.3,5.51,0.929,450.0,5427.0,4.463,0.16,15.158,155.5,28.0
K00880.03,CONFIRMED,CANDIDATE,1.0,5.902245782,2.9003,702.3,2.43,0.929,926.0,5427.0,4.463,0.16,15.158,59.3,220.0
K00880.04,CONFIRMED,CANDIDATE,1.0,2.382951591,1.8876,391.6,1.86,0.929,1253.0,5427.0,4.463,0.16,15.158,41.4,515.0
K00881.01,CONFIRMED,CANDIDATE,1.0,21.02250608,4.1072,1772.5,3.07,0.75,521.0,5067.0,4.585,-0.08,15.859,62.4,67.0
K00869.04,CONFIRMED,CANDIDATE,1.0,3.219814777,2.0642,488.2,1.69,0.787,998.0,5103.0,4.562,0.04,15.599,30.5,391.0
K00870.01,CONFIRMED,CANDIDATE,1.0,5.912273234,2.3254,961.4,1.73,0.57,585.0,4072.0,4.696,-0.18,15.036,62.8,227.0
K00870.02,CONFIRMED,CANDIDATE,1.0,8.98581901,2.8606,881.3,1.65,0.57,509.0,4072.0,4.696,-0.18,15.036,51.8,145.0
K00871.01,CANDIDATE,CANDIDATE,0.0,12.940668656,2.4845,42450.0,22.94,0.809,723.0,5875.0,4.572,-0.42,15.215,307.5,100.0
K00120.01,FALSE POSITIVE,FALSE POSITIVE,0.573,20.5452375,2.517,218.5,2.41,1.264,742.0,5670.0,4.206,0.0,12.003,18.5,67.0
K00872.01,CONFIRMED,CANDIDATE,1.0,33.60123371,4.4056,7425.9,8.46,0.93,495.0,5149.0,4.447,0.42,15.262,247.9,39.0
K00872.02,CONFIRMED,CANDIDATE,1.0,6.76652928,2.9004,450.7,1.97,0.93,845.0,5149.0,4.447,0.42,15.262,29.2,194.0
K00873.01,CONFIRMED,CANDIDATE,1.0,4.347288783,2.1024,451.6,2.36,1.122,1174.0,5754.0,4.345,0.16,15.024,39.7,307.0
K00874.01,CONFIRMED,CANDIDATE,1.0,4.601811819,2.2607,755.9,2.35,0.833,896.0,4986.0,4.496,0.16,15.024,60.8,295.0
K00874.02,CONFIRMED,CANDIDATE,0.997,11.18719905,3.252,353.6,1.55,0.833,667.0,4986.0,4.496,0.16,15.024,21.9,117.0
K00875.01,CONFIRMED,CANDIDATE,1.0,4.220965778,3.0854,2260.0,2.62,0.517,595.0,3837.0,4.747,-0.06,15.692,157.8,321.0
K00876.01,FALSE POSITIVE,FALSE POSITIVE,0.0,6.998099523,2.0488,20285.0,588.66,0.829,853.0,5612.0,4.566,-0.12,15.877,192.3,192.0
K00877.01,CONFIRMED,CANDIDATE,1.0,5.95489993,2.3892,1410.7,2.33,0.633,635.0,4261.0,4.641,-0.06,15.019,87.2,226.0
K00877.02,CONFIRMED,CANDIDATE,1.0,12.03987488,2.7363,1250.6,2.18,0.633,502.0,4261.0,4.641,-0.06,15.019,57.6,106.0
K00877.03,CONFIRMED,CANDIDATE,0.998,20.83762895,2.3734,439.0,1.42,0.633,418.0,4261.0,4.641,-0.06,15.019,14.9,67.0
K00121.01,FALSE POSITIVE,FALSE POSITIVE,0.0,8.8111022,5.0683,401.1,63.66,2.404,1399.0,6200.0,3.8,-0.12,12.759,76.8,125.0
K00878.01,CONFIRMED,CANDIDATE,1.0,23.58917143,5.073,1200.7,3.16,0.721,487.0,4919.0,4.566,-0.24,15.316,53.3,56.0
K00123.01,CONFIRMED,CANDIDATE,1.0,6.481633073,3.784,298.5,2.54,1.302,1145.0,5945.0,4.213,-0.08,12.365,125.6,214.0
K00892.01,CONFIRMED,CANDIDATE,1.0,10.37168928,3.035,1254.9,3.2,0.888,720.0,5121.0,4.457,0.18,15.193,64.5,128.0
K00892.02,CONFIRMED,CANDIDATE,1.0,3.96996298,1.1757,299.2,1.78,0.888,992.0,5121.0,4.457,0.18,15.193,15.0,320.0
K00893.01,CONFIRMED,CANDIDATE,1.0,4.40841331,5.012,549.4,2.66,0.961,1139.0,6007.0,4.457,-0.24,15.662,45.1,279.0
K00894.01,FALSE POSITIVE,FALSE POSITIVE,0.0,7.9426176,6.703,1590.7,4.68,0.926,878.0,5811.0,4.521,0.07,15.26,60.4,172.0
K00881.02,CONFIRMED,CANDIDATE,1.0,226.8904775,7.558,3136.4,4.53,0.75,236.0,5067.0,4.585,-0.08,15.859,46.8,7.0
K00882.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.956811408,2.1958,24905.0,21.58,0.603,1109.0,5209.0,4.657,-1.24,15.533,125.4,685.0
K00883.01,CANDIDATE,CANDIDATE,0.997,2.688899233,2.11275,37491.6,12.04,0.639,929.0,4820.0,4.667,-0.4,15.766,1011.6,499.0
K00884.01,CONFIRMED,CANDIDATE,1.0,9.439459486,2.8979,3036.1,4.16,0.779,686.0,5097.0,4.597,0.21,15.067,175.2,144.0
K00122.01,CONFIRMED,CANDIDATE,1.0,11.523067458,3.8757,507.3,3.13,1.411,927.0,5644.0,4.162,0.3,12.346,142.0,116.0
K00884.02,CONFIRMED,CANDIDATE,0.0,20.47748843,2.8364,1382.4,2.92,0.779,530.0,5097.0,4.597,0.21,15.067,52.7,59.0
K00884.03,CONFIRMED,CANDIDATE,1.0,3.336123113,1.9616,516.3,1.74,0.779,970.0,5097.0,4.597,0.21,15.067,41.6,386.0
K00886.01,CONFIRMED,CANDIDATE,1.0,8.01078456,2.312,1333.6,1.72,0.47,453.0,3713.0,4.779,-0.12,15.847,48.5,168.0
K00886.02,CONFIRMED,CANDIDATE,1.0,12.07134205,4.3224,759.2,1.29,0.47,395.0,3713.0,4.779,-0.12,15.847,31.0,112.0
K00886.03,CONFIRMED,CANDIDATE,0.986,20.99587872,2.6333,767.3,1.3,0.47,328.0,3713.0,4.779,-0.12,15.847,18.2,55.0
K00887.01,CONFIRMED,CANDIDATE,1.0,7.41113177,2.5242,620.5,2.45,0.919,905.0,5849.0,4.517,-0.02,15.031,50.4,181.0
K00888.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.000747038,0.9967,1823.5,4.14,0.79,1620.0,5472.0,4.499,-0.54,15.419,147.4,668.0
K00889.01,CONFIRMED,CANDIDATE,0.999,8.884922995,2.07004,16053.4,10.51,0.843,770.0,5332.0,4.5,-0.08,15.264,388.2,153.0
K00890.01,CONFIRMED,CANDIDATE,1.0,8.09888906,4.20241,6911.1,8.95,1.076,986.0,6214.0,4.442,0.07,15.261,435.9,168.0
K00891.01,CONFIRMED,CANDIDATE,1.0,10.00653012,5.344,936.1,3.52,1.001,876.0,6063.0,4.47,-0.02,15.063,71.9,135.0
K00012.01,CONFIRMED,CANDIDATE,0.635,17.855221681,7.41287,9065.2,13.16,1.367,911.0,6823.0,4.308,0.07,11.353,915.7,75.0
K00901.01,CANDIDATE,CANDIDATE,1.0,12.732624065,2.2083,6465.7,4.87,0.541,432.0,3950.0,4.721,-0.14,15.75,210.5,110.0
K00902.01,CANDIDATE,CANDIDATE,0.966,83.92494032,6.7904,7958.7,4.78,0.509,226.0,3960.0,4.746,-0.36,15.754,182.1,18.0
K00903.01,CONFIRMED,CANDIDATE,1.0,5.007316661,4.2362,6932.3,6.96,0.827,998.0,5865.0,4.563,-0.34,15.813,431.4,271.0
K00904.01,CONFIRMED,CANDIDATE,1.0,2.211116989,1.6485,724.2,1.85,0.646,931.0,4500.0,4.656,-0.02,15.791,42.6,603.0
K00904.02,CONFIRMED,CANDIDATE,0.997,27.9541337,3.95,942.5,1.9,0.646,400.0,4500.0,4.656,-0.02,15.791,25.4,48.0
K00124.01,CONFIRMED,CANDIDATE,0.415,12.69104387,3.7727,252.1,2.57,1.626,1008.0,5869.0,4.024,-0.16,12.935,60.2,108.0
K00895.01,FALSE POSITIVE,FALSE POSITIVE,0.228,4.409409243,3.8636,12861.0,10.95,0.975,1101.0,5600.0,4.368,-0.26,15.403,85.8,303.0
K00896.01,CONFIRMED,CANDIDATE,1.0,16.23947096,4.0374,2590.7,4.14,0.837,598.0,5191.0,4.564,0.34,15.258,123.8,83.0
K00896.02,CONFIRMED,CANDIDATE,1.0,6.308201629,2.9785,1328.5,2.96,0.837,819.0,5191.0,4.564,0.34,15.258,86.2,205.0
K00897.01,CONFIRMED,CANDIDATE,1.0,2.052349884,2.0778,14280.6,13.12,1.08,1497.0,5855.0,4.393,0.14,15.257,1072.1,650.0
K00898.01,CONFIRMED,CANDIDATE,1.0,9.7704486,2.4517,1897.8,2.23,0.509,460.0,3906.0,4.73,-0.32,15.777,58.0,135.0
K00898.02,CONFIRMED,CANDIDATE,1.0,5.169804269,2.153,1037.4,1.66,0.509,569.0,3906.0,4.73,-0.32,15.777,41.4,256.0
K00123.02,CONFIRMED,CANDIDATE,1.0,21.22261195,6.5093,366.0,2.48,1.302,771.0,5945.0,4.213,-0.08,12.365,114.9,64.0
K00898.03,CONFIRMED,CANDIDATE,1.0,20.09017037,4.154,1432.1,2.25,0.509,362.0,3906.0,4.73,-0.32,15.777,36.9,63.0
K00899.01,CONFIRMED,CANDIDATE,0.999,7.11373257,2.1764,807.6,1.16,0.411,429.0,3561.0,4.855,0.0,15.234,44.4,186.0
K00899.02,CONFIRMED,CANDIDATE,0.999,3.306551643,1.8177,509.2,0.91,0.411,554.0,3561.0,4.855,0.0,15.234,37.8,398.0
K00899.03,CONFIRMED,CANDIDATE,0.998,15.36845737,2.4714,756.1,1.11,0.411,332.0,3561.0,4.855,0.0,15.234,30.9,82.0
K00900.01,CONFIRMED,CANDIDATE,1.0,13.81020318,3.048,1309.7,4.56,1.142,833.0,5942.0,4.327,-0.04,15.425,46.2,90.0
K00911.01,CONFIRMED,CANDIDATE,1.0,4.093578461,2.5833,538.6,2.85,0.999,1182.0,6077.0,4.471,-0.04,15.399,36.4,328.0
K00911.02,CONFIRMED,CANDIDATE,0.999,105.145959,8.593,685.4,3.43,0.999,401.0,6077.0,4.471,-0.04,15.399,15.4,13.0
K00912.01,CONFIRMED,CANDIDATE,1.0,10.8484518,2.9993,1675.6,2.34,0.591,499.0,4201.0,4.682,-0.2,15.058,64.5,122.0
K00912.02,CONFIRMED,CANDIDATE,1.0,6.66833241,1.915,362.3,1.18,0.591,587.0,4201.0,4.682,-0.2,15.058,14.2,192.0
K00913.01,CONFIRMED,CANDIDATE,0.997,4.082274889,3.23015,17859.2,10.55,0.794,1016.0,5655.0,4.581,-0.3,15.198,1669.1,329.0
K00914.01,CANDIDATE,CANDIDATE,1.0,3.886655224,3.1646,581.6,1.87,0.738,1010.0,5662.0,4.61,-0.54,15.371,48.1,343.0
K00904.03,CONFIRMED,CANDIDATE,1.0,42.1406089,5.083,895.5,1.85,0.646,349.0,4500.0,4.656,-0.02,15.791,21.6,28.0
K00904.04,CONFIRMED,CANDIDATE,1.0,4.617490562,2.2618,575.8,1.62,0.646,728.0,4500.0,4.656,-0.02,15.791,28.1,272.0
K00904.05,CONFIRMED,CANDIDATE,0.996,10.19849255,2.4283,634.1,1.75,0.646,559.0,4500.0,4.656,-0.02,15.791,21.4,119.0
K00905.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.795063956,3.2496,1692.9,4.33,0.827,950.0,5865.0,4.563,-0.34,15.289,119.4,230.0
K00906.01,CONFIRMED,CANDIDATE,1.0,7.15681552,2.5882,867.0,2.47,0.838,782.0,5029.0,4.494,0.14,15.46,47.7,186.0
K00906.02,CONFIRMED,CANDIDATE,1.0,17.64830851,2.0873,763.3,2.43,0.838,579.0,5029.0,4.494,0.14,15.46,23.8,73.0
K00906.03,CONFIRMED,CANDIDATE,0.957,4.14810719,2.535,175.2,1.08,0.838,938.0,5029.0,4.494,0.14,15.46,12.9,314.0
K00907.01,CONFIRMED,CANDIDATE,1.0,16.51410989,4.1575,973.5,2.72,0.866,655.0,5527.0,4.488,-0.18,15.223,55.9,76.0
K00907.02,CONFIRMED,CANDIDATE,1.0,30.1329298,5.172,1015.8,3.14,0.866,536.0,5527.0,4.488,-0.18,15.223,44.8,37.0
K00907.03,CONFIRMED,CANDIDATE,1.0,4.79090809,2.603,251.3,1.36,0.866,990.0,5527.0,4.488,-0.18,15.223,21.2,242.0
K00124.02,CONFIRMED,CANDIDATE,1.0,31.71981013,4.819,363.4,3.09,1.626,743.0,5869.0,4.024,-0.16,12.935,63.1,44.0
K00907.04,CONFIRMED,CANDIDATE,1.0,99.6415962,4.448,952.5,2.64,0.866,360.0,5527.0,4.488,-0.18,15.223,22.7,12.0
K00908.01,CONFIRMED,CANDIDATE,1.0,4.708326451,3.16114,7912.7,10.6,1.21,1162.0,5560.0,4.246,0.14,15.113,633.4,285.0
K00909.01,FALSE POSITIVE,FALSE POSITIVE,0.0,16.37198661,3.8449,4147.6,540.37,0.592,438.0,4187.0,4.656,-0.28,15.654,54.5,84.0
K00910.01,CONFIRMED,CANDIDATE,1.0,5.392026903,2.9804,1151.4,2.68,0.801,850.0,5198.0,4.589,0.21,15.651,77.4,244.0
K00928.01,CANDIDATE,CANDIDATE,1.0,2.494170338,1.1221,863.7,2.42,0.829,1194.0,5569.0,4.566,-0.08,15.251,69.2,535.0
K00929.01,CONFIRMED,CANDIDATE,1.0,6.491682808,4.301,7163.3,9.66,1.107,1062.0,6123.0,4.413,0.14,15.649,502.3,189.0
K00930.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.044770796,10.0134,1695.0,24.54,0.753,1076.0,5525.0,4.603,-0.36,15.621,203.5,445.0
K00931.01,CONFIRMED,CANDIDATE,0.999,3.855603916,3.2179,16652.7,13.61,1.046,1212.0,6033.0,4.46,0.21,15.272,1173.9,350.0
K00932.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.855599139,3.183,1030.9,3.57,0.965,1158.0,5936.0,4.501,0.07,15.054,90.1,350.0
K00125.01,CONFIRMED,FALSE POSITIVE,0.92,38.47876629,5.04169,23530.0,13.26,0.879,484.0,5510.0,4.539,0.16,13.779,1077.8,35.0
K00915.01,FALSE POSITIVE,FALSE POSITIVE,0.0,37.601661282,8.30604,59130.1,27.22,1.096,606.0,6140.0,4.354,-0.24,15.505,1667.3,32.0
K00916.01,CONFIRMED,CANDIDATE,1.0,3.314947362,1.8007,1398.2,3.94,0.944,1155.0,5609.0,4.481,0.16,15.142,123.5,404.0
K00917.01,FALSE POSITIVE,FALSE POSITIVE,0.0,6.71969089,3.0231,969.7,4.37,0.866,952.0,5931.0,4.479,-0.6,15.172,45.4,202.0
K00918.01,CONFIRMED,CANDIDATE,0.996,39.6431552,6.5292,15663.8,10.98,0.9,472.0,5231.0,4.455,0.14,15.011,690.3,30.0
K00919.01,FALSE POSITIVE,FALSE POSITIVE,0.0,51.42598578,16.9422,66067.7,29.66,1.147,549.0,6257.0,4.41,0.21,15.631,1843.8,28.0
K00920.01,CONFIRMED,CANDIDATE,1.0,21.80451611,3.4097,1144.9,2.6,0.708,543.0,5481.0,4.629,-0.5,15.067,49.9,61.0
K00921.01,CONFIRMED,CANDIDATE,1.0,10.28194593,3.4366,1110.7,2.53,0.775,680.0,5196.0,4.593,0.04,15.532,55.0,126.0
K00921.02,CONFIRMED,CANDIDATE,1.0,18.11993039,4.2309,1506.9,2.95,0.775,563.0,5196.0,4.593,0.04,15.532,60.7,70.0
K00921.03,CONFIRMED,CANDIDATE,1.0,3.78402867,1.9012,426.1,1.7,0.775,949.0,5196.0,4.593,0.04,15.532,25.6,330.0
K00922.01,CONFIRMED,CANDIDATE,1.0,5.15448142,3.228,697.5,2.94,0.884,964.0,5431.0,4.457,-0.14,15.365,48.1,259.0
K00126.01,FALSE POSITIVE,FALSE POSITIVE,0.0,33.80364366,11.4813,13494.4,20.7,1.796,745.0,5855.0,3.999,0.16,13.109,529.9,42.0
K00923.01,CONFIRMED,CANDIDATE,1.0,5.743469797,3.4412,1240.2,3.13,0.891,982.0,5897.0,4.531,-0.16,15.543,79.7,237.0
K00924.01,CANDIDATE,CANDIDATE,1.0,39.4759093,2.968,1012.6,4.06,1.031,577.0,6225.0,4.45,-0.12,15.229,26.6,34.0
K00925.01,FALSE POSITIVE,FALSE POSITIVE,0.0,19.974485239,4.23479,40293.1,26.56,0.997,700.0,6108.0,4.471,-0.08,15.217,1398.8,69.0
K00926.01,CONFIRMED,CANDIDATE,1.0,3.166353562,3.3129,1473.4,3.82,0.998,1273.0,6007.0,4.47,0.02,15.603,128.3,409.0
K00927.01,FALSE POSITIVE,FALSE POSITIVE,0.0,23.899634407,3.81881,20953.1,44.04,0.924,652.0,6192.0,4.503,-0.38,15.453,547.8,56.0
K00939.01,CONFIRMED,CANDIDATE,1.0,3.388012244,2.6849,280.1,2.11,1.25,1315.0,5553.0,4.221,0.16,15.065,30.6,397.0
K00939.02,CONFIRMED,CANDIDATE,1.0,5.83909761,3.1915,273.6,2.06,1.25,1097.0,5553.0,4.221,0.16,15.065,25.2,218.0
K00939.03,CONFIRMED,CANDIDATE,1.0,1.620467654,2.1888,159.6,1.57,1.25,1681.0,5553.0,4.221,0.16,15.065,22.7,719.0
K00939.04,CONFIRMED,CANDIDATE,1.0,10.6816951,3.605,307.8,2.3,1.25,897.0,5553.0,4.221,0.16,15.065,21.9,100.0
K00940.01,CONFIRMED,CANDIDATE,1.0,6.104849417,4.6912,2090.3,3.18,0.712,784.0,5085.0,4.584,-0.36,15.017,293.7,176.0
K00127.01,CONFIRMED,CANDIDATE,0.999,3.578780566,2.91089,11382.2,10.43,0.994,1145.0,5524.0,4.421,0.2,13.938,1838.4,374.0
K00933.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.187067566,3.119,1037.4,23.88,0.811,1079.0,5450.0,4.552,-0.14,15.653,37.2,179.0
K00934.01,CONFIRMED,CANDIDATE,1.0,5.826657508,2.9183,1539.1,4.09,1.06,1013.0,5561.0,4.362,0.16,15.843,81.1,228.0
K00934.02,CONFIRMED,CANDIDATE,0.998,12.41216347,3.739,611.3,2.58,1.06,787.0,5561.0,4.362,0.16,15.843,25.6,106.0
K00934.03,CONFIRMED,CANDIDATE,1.0,18.74649011,3.895,796.8,3.05,1.06,686.0,5561.0,4.362,0.16,15.843,26.7,67.0
K00935.01,CONFIRMED,CANDIDATE,1.0,20.86021229,5.1937,1910.5,5.5,1.257,781.0,6035.0,4.22,-0.28,15.237,117.0,67.0
K00935.02,CONFIRMED,CANDIDATE,1.0,42.63427848,6.1998,1719.3,5.22,1.257,615.0,6035.0,4.22,-0.28,15.237,78.7,32.0
K00935.03,CONFIRMED,CANDIDATE,0.973,87.6476068,8.871,1009.6,4.0,1.257,484.0,6035.0,4.22,-0.28,15.237,37.5,14.0
K00935.04,CANDIDATE,CANDIDATE,0.975,9.61731426,3.8692,234.0,1.94,1.257,1010.0,6035.0,4.22,-0.28,15.237,18.2,137.0
K00936.01,CONFIRMED,CANDIDATE,0.953,9.467821474,2.4327,2237.0,2.13,0.458,407.0,3582.0,4.807,0.18,15.073,124.7,145.0
K00936.02,CONFIRMED,CANDIDATE,0.704,0.893040969,1.0981,741.7,1.24,0.458,893.0,3582.0,4.807,0.18,15.073,87.8,1452.0
K00128.01,CONFIRMED,CANDIDATE,0.996,4.942783419,3.25346,11144.7,10.62,0.978,1008.0,5514.0,4.459,0.36,13.758,2040.7,274.0
K00937.01,CONFIRMED,CANDIDATE,1.0,20.83426731,4.0454,988.4,2.74,0.88,595.0,5537.0,4.549,0.21,15.412,45.1,66.0
K00938.01,CONFIRMED,CANDIDATE,1.0,9.94602357,3.3862,994.5,3.12,1.013,807.0,5344.0,4.365,0.16,15.596,51.0,131.0
K00938.02,CONFIRMED,CANDIDATE,0.998,1.04562195,1.8955,213.0,1.45,1.013,1710.0,5344.0,4.365,0.16,15.596,25.3,1233.0
K00938.03,CONFIRMED,CANDIDATE,0.949,5.71462396,2.336,297.8,1.78,1.013,971.0,5344.0,4.365,0.16,15.596,16.7,192.0
K00145.01,FALSE POSITIVE,FALSE POSITIVE,1.0,102.9641952,15.735,1896.7,39.0,7.119,797.0,5047.0,3.066,0.07,13.608,86.1,10.0
K01102.02,CONFIRMED,CANDIDATE,1.0,8.14515981,5.073,446.8,3.43,1.24,1050.0,5896.0,4.197,-0.36,14.925,32.2,159.0
K01102.03,CONFIRMED,CANDIDATE,1.0,18.9985279,4.529,430.7,43.17,1.24,792.0,5896.0,4.197,-0.36,14.925,16.9,68.0
K01102.04,CONFIRMED,CANDIDATE,0.999,4.24439049,3.282,174.0,2.07,1.24,1305.0,5896.0,4.197,-0.36,14.925,15.1,269.0
K01103.01,CANDIDATE,CANDIDATE,1.0,90.1240507,11.649,3020.3,7.12,1.215,485.0,6520.0,4.375,0.07,14.96,57.9,13.0
K00150.02,CONFIRMED,CANDIDATE,1.0,28.5742692,4.9427,824.9,2.32,0.812,538.0,5551.0,4.508,-0.42,13.771,97.1,46.0
K01168.01,CANDIDATE,CANDIDATE,,856.672115,23.144,858.1,3.87,1.309,242.0,6449.0,4.232,-0.32,13.997,39.2,
K01169.01,CANDIDATE,CANDIDATE,1.0,0.689210173,1.6169,195.0,1.32,0.954,1943.0,5630.0,4.505,0.36,13.248,93.4,1945.0
K01170.01,CONFIRMED,CANDIDATE,0.965,7.34373964,1.1784,574.4,1.84,0.762,839.0,5757.0,4.597,-0.5,14.657,32.2,144.0
K01171.01,FALSE POSITIVE,FALSE POSITIVE,,0.445277068,3.539,186.7,35.74,1.064,2562.0,6167.0,4.444,0.07,15.343,28.9,1197.0
K00966.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.379463865,0.86896,1973.3,59.56,1.783,3000.0,5075.0,3.892,-0.06,13.787,458.6,1765.0
K00967.01,FALSE POSITIVE,FALSE POSITIVE,0.0,9.88047978,2.78458,18541.0,23.6,0.917,860.0,6113.0,4.512,-0.3,15.212,534.5,134.0
K00968.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.6484156,38.1939,128.4,5.06,3.482,2259.0,6980.0,3.577,-0.42,10.963,91.7,233.0
K00969.01,FALSE POSITIVE,FALSE POSITIVE,0.0,17.512014768,1.8248,4511.7,13.66,1.132,804.0,6224.0,4.33,-0.26,12.336,322.3,76.0
K00970.01,CANDIDATE,CANDIDATE,0.0,3.9886021,1.7376,673.5,34.39,13.652,3145.0,4813.0,2.472,-0.22,6.974,37.1,335.0
K00971.01,CANDIDATE,CANDIDATE,1.0,0.533059312,1.8621,1495.8,133.56,4.051,5862.0,8523.0,3.559,-0.5,7.748,179.6,2003.0
K01044.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.525154153,2.1441,747.5,23.61,0.846,2073.0,5582.0,4.497,-0.3,15.058,116.1,2034.0
K01045.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.303861044,4.0541,598.2,27.85,0.902,1610.0,5758.0,4.475,-0.24,13.555,140.6,1027.0
K01046.01,FALSE POSITIVE,FALSE POSITIVE,,0.73452496,6.7,,,,,,,,13.22,,
K01047.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.55549176,9.083,113.8,23.35,0.901,1312.0,5948.0,4.508,-0.26,14.554,24.3,531.0
K00014.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.947376671,2.0911,433.2,403.59,2.234,2404.0,8090.0,4.002,-0.14,10.47,62.3,454.0
K00139.01,CONFIRMED,CANDIDATE,1.0,224.7789355,11.1899,3487.5,7.67,1.235,333.0,5873.0,4.293,0.18,13.492,235.7,7.0
K01104.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.890110752,0.8774,321.5,1.25,0.711,1372.0,4768.0,4.628,0.21,15.723,19.6,1503.0
K01105.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.76573396,2.924,248.0,7.47,4.434,1964.0,5772.0,3.364,-0.48,14.313,22.2,188.0
K01106.01,CONFIRMED,CANDIDATE,1.0,7.42608123,3.6379,443.3,2.47,1.176,1037.0,6049.0,4.353,0.16,14.818,37.5,180.0
K01106.02,CONFIRMED,CANDIDATE,0.989,15.9868932,4.158,178.5,1.62,1.176,803.0,6049.0,4.353,0.16,14.818,10.9,79.0
K01107.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.73094589,4.32,250.2,17.12,0.848,1922.0,5901.0,4.553,-0.3,15.401,37.5,1836.0
K01108.01,CONFIRMED,CANDIDATE,1.0,18.92537246,3.9835,640.9,13.92,4.885,1171.0,4941.0,3.317,0.4,14.604,41.0,72.0
K01172.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.933749106,4.256,186.2,3.22,2.188,2863.0,6215.0,3.849,-0.24,13.079,136.3,1438.0
K01173.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.037440623,3.442,118.6,1.19,1.015,1572.0,6253.0,4.415,-0.4,14.187,27.0,527.0
K01174.01,CANDIDATE,CANDIDATE,,129995.7784,9.408,1474.9,2.99,0.726,25.0,4500.0,4.572,0.2,13.447,35.7,
K01175.01,CONFIRMED,CANDIDATE,0.994,31.5925809,13.566,145.1,1.78,1.487,688.0,5676.0,4.1,0.1,13.29,25.5,34.0
K01175.02,CONFIRMED,CANDIDATE,0.997,17.157236,11.284,110.4,1.55,1.487,844.0,5676.0,4.1,0.1,13.29,23.6,61.0
